r_start r_end       c1             c2           c3              c4
2.8000 6.0000 0.00000000E+00 0.00000000E+00 0.00000000E+00 1.12000000E+00
6.0000 10.0000 2.87162162E-04 -3.02364865E-03 0.00000000E+00 1.12000000E+00
10.0000 84.0000 0.00000000E+00 0.00000000E+00 -1.04054054E-02 1.09000000E+00
84.0000 87.2000 -5.34615503E-04 -1.81880092E-03 -1.04054054E-02 3.20000000E-01
87.2000 89.1660 -5.34615503E-04 -6.95110975E-03 -3.84691195E-02 2.50559901E-01
